474 15
669569 12 4774.00
872270 11 9224.00
301211 6 8587.00
670718 2 9119.00
160636 13 5636.00
233043 14 1892.00
646229 1 1657.00
125687 7 428.00
938224 14 1569.00
930773 1 1664.00
514107 0 852.00
887325 8 5510.00
200897 11 263.00
874148 11 4284.00
899709 6 7353.00
275856 6 7902.00
771408 11 3443.00
664939 12 1016.00
298986 1 3948.00
368900 7 9963.00
616525 13 1163.00
528632 12 7395.00
941389 14 8514.00
308605 0 7494.00
463198 10 204.00
564661 12 5759.00
689072 14 1506.00
189685 1 5512.00
469842 6 4654.00
276149 13 7679.00
712241 2 2520.00
512863 12 5262.00
762197 12 9324.00
265317 11 3795.00
763807 5 695.00
593457 13 861.00
483089 6 6444.00
658786 8 8129.00
124559 0 6357.00
613836 10 7334.00
343326 6 5921.00
368884 0 1862.00
674532 8 1713.00
709873 4 9835.00
195706 4 4028.00
398048 11 4341.00
794720 9 7521.00
943024 5 9436.00
219266 0 5486.00
894999 5 6592.00
636758 14 8943.00
573460 1 392.00
363791 14 9400.00
386235 7 4907.00
681112 13 5031.00
667333 0 8859.00
642305 1 4773.00
497619 13 9909.00
865462 12 4032.00
265105 3 9746.00
395519 8 3731.00
219439 3 8231.00
945745 9 6059.00
555575 1 9797.00
571282 7 1293.00
810760 7 2947.00
204796 10 8442.00
706912 5 8419.00
849730 5 1851.00
754667 10 1916.00
165737 2 8718.00
837509 14 6831.00
657275 8 8386.00
862830 10 329.00
545014 3 4290.00
962179 8 1129.00
600036 14 1921.00
588950 10 5856.00
956728 5 7807.00
139975 7 2887.00
231570 3 1626.00
615964 12 8179.00
362518 12 6075.00
701894 13 9579.00
100231 4 3317.00
467618 4 5014.00
517218 0 7735.00
274346 2 487.00
537837 4 266.00
642618 13 4630.00
691563 12 3935.00
620151 9 6822.00
243432 6 3762.00
480164 1 784.00
487752 8 673.00
887544 12 3570.00
822740 2 8563.00
602302 3 9749.00
477308 4 871.00
676046 1 2658.00
656018 0 4698.00
795334 8 9229.00
989962 2 6439.00
315241 2 3430.00
161567 8 1108.00
530309 1 2262.00
964817 12 3950.00
432326 14 3750.00
910462 4 9428.00
340760 14 5744.00
124331 14 747.00
166974 13 5612.00
672215 9 4229.00
251223 11 4181.00
368925 8 4473.00
722442 8 6405.00
802427 0 4197.00
595145 12 9874.00
394905 5 2788.00
647521 0 9908.00
707824 8 3507.00
458088 3 1784.00
494529 1 544.00
108174 12 4070.00
216407 9 7007.00
585908 2 3848.00
513197 1 6885.00
108626 1 863.00
347741 6 4408.00
741023 4 5612.00
586286 7 570.00
794401 3 3682.00
408265 13 2751.00
401858 1 635.00
424079 2 9724.00
665146 4 6465.00
354333 13 7271.00
556440 3 7475.00
717615 6 3326.00
692519 4 2488.00
322006 5 911.00
354236 8 846.00
627080 7 3711.00
265202 12 3481.00
358375 8 3411.00
601380 5 2887.00
340305 12 6322.00
289042 14 6069.00
881735 12 7490.00
891420 14 7997.00
215920 8 7638.00
194542 14 9309.00
385948 5 5092.00
525796 1 3257.00
994081 0 7886.00
177856 11 1267.00
939178 7 4900.00
400065 5 8601.00
791847 3 7980.00
310601 11 4436.00
875473 10 6904.00
970436 5 4440.00
205919 13 2132.00
420921 2 977.00
183512 2 4433.00
150174 2 5329.00
346466 8 9454.00
944397 7 9092.00
110775 4 5045.00
433003 10 4236.00
129964 1 954.00
848501 9 7218.00
952159 10 6030.00
840552 12 3207.00
796979 6 2648.00
247067 10 1415.00
966647 3 6938.00
162712 10 6859.00
971011 8 2745.00
137998 5 7695.00
516651 8 9774.00
616374 6 1885.00
843815 3 2812.00
640445 9 9871.00
593118 13 6934.00
192212 14 3079.00
933429 12 365.00
138561 4 108.00
730190 11 7082.00
491943 6 9524.00
115184 8 8861.00
834427 13 1490.00
522457 9 3649.00
700304 13 6286.00
513390 9 527.00
860502 2 2529.00
256281 7 8563.00
510556 6 254.00
465869 0 1827.00
701301 14 9321.00
573059 14 9906.00
480620 13 7727.00
935283 12 4858.00
988117 1 4688.00
707601 9 6427.00
874388 7 8589.00
328452 14 6964.00
157525 6 7776.00
708966 13 9032.00
706821 7 1762.00
894746 5 8203.00
177673 1 7924.00
889094 14 8730.00
242924 14 8448.00
707104 12 6423.00
826850 10 7130.00
499007 3 6661.00
958069 14 3762.00
552690 14 8614.00
144819 5 7019.00
779986 13 5928.00
990648 3 2639.00
398111 11 9059.00
904976 0 1237.00
744915 13 7594.00
766873 10 7949.00
448318 5 5351.00
571270 3 1175.00
238117 1 2881.00
651225 13 9946.00
397726 13 991.00
619096 10 820.00
268063 12 7542.00
764333 2 6822.00
680840 14 9124.00
657113 0 6756.00
931866 8 6370.00
525061 11 3989.00
636690 1 228.00
123503 13 6304.00
763359 4 7151.00
678604 6 3978.00
527339 12 7398.00
914854 1 6268.00
813904 2 4074.00
361914 8 7383.00
183352 0 5832.00
837886 13 5697.00
861098 6 9953.00
653892 8 1842.00
826519 7 3026.00
898537 2 7403.00
626708 7 1975.00
250856 5 1153.00
416039 10 9273.00
613586 10 1236.00
163050 6 7871.00
309673 12 3032.00
264084 4 8420.00
607528 12 9479.00
939926 11 4768.00
211810 3 7945.00
822832 4 8247.00
883191 13 6573.00
229101 11 2586.00
684991 14 5259.00
567113 13 5547.00
380677 11 1367.00
705933 2 728.00
228192 7 5241.00
486929 6 8834.00
137230 6 5821.00
924630 14 8221.00
441452 11 7264.00
295676 5 4569.00
715931 2 9345.00
529076 1 4081.00
109863 8 2055.00
796409 11 9793.00
600754 12 8216.00
803385 8 7533.00
187815 7 6394.00
