539 17
637885 12 368.00
966205 6 4971.00
315454 3 4805.00
378027 0 894.00
490633 3 1340.00
284308 1 7172.00
746702 8 7847.00
256128 8 8537.00
880514 14 153.00
476488 3 5248.00
217716 15 2547.00
283283 11 2809.00
947399 0 702.00
638064 1 9288.00
531139 7 1993.00
779163 12 1911.00
344719 8 1399.00
626511 8 7038.00
384890 8 883.00
125998 15 5492.00
703892 7 2050.00
592361 12 5481.00
555098 0 9903.00
546404 11 8922.00
231390 3 6447.00
757497 12 1289.00
993650 2 9590.00
474545 7 4272.00
117566 6 7489.00
451452 15 4326.00
585439 3 3863.00
571734 10 397.00
568741 3 7044.00
633016 9 8428.00
283928 14 7663.00
347425 2 6466.00
370113 14 1105.00
371770 6 4672.00
223732 9 7453.00
816151 12 2816.00
329802 3 6062.00
471816 9 2998.00
107761 11 2621.00
888502 13 6910.00
376893 8 4050.00
651288 5 6712.00
253723 0 6330.00
925039 0 2539.00
286759 4 6358.00
543587 10 4506.00
628471 9 143.00
664210 2 6170.00
705974 2 3518.00
389526 11 5962.00
125921 2 6454.00
494610 14 7665.00
685579 9 1519.00
673663 14 6380.00
864023 15 138.00
545976 4 4145.00
515120 6 779.00
894715 7 3351.00
183921 2 514.00
585753 12 4388.00
211786 11 8001.00
353006 13 5950.00
166901 16 4835.00
762060 3 7860.00
239714 0 6190.00
881928 10 258.00
400429 13 4495.00
678297 7 6834.00
476548 15 5289.00
116683 13 6914.00
854288 2 2537.00
507920 5 4678.00
545723 16 200.00
864292 12 9078.00
267581 9 1835.00
502897 8 3585.00
695020 14 7086.00
118060 3 937.00
954831 5 606.00
638275 5 5767.00
585216 6 9563.00
369111 2 8478.00
270313 11 8036.00
112747 10 4399.00
202071 10 830.00
921385 12 6487.00
438948 4 1375.00
352667 0 570.00
712107 9 7707.00
322601 1 171.00
644754 3 453.00
133245 12 807.00
527317 9 9396.00
143675 2 3797.00
256336 1 3582.00
539698 12 3958.00
842777 10 2781.00
401246 15 3634.00
285033 4 4392.00
937753 8 9395.00
625602 6 7387.00
669879 8 6134.00
100779 6 9406.00
417083 1 3808.00
901950 7 1938.00
958413 12 3759.00
919854 1 2217.00
698977 9 6872.00
808169 13 1472.00
483940 13 7526.00
656586 4 3578.00
169091 7 6662.00
231886 13 5882.00
878886 0 8824.00
937651 4 1877.00
801075 5 3894.00
896247 6 4420.00
567146 6 6236.00
673569 8 711.00
792153 1 5292.00
749283 11 8467.00
701605 11 174.00
758739 12 1341.00
537143 1 4901.00
358303 3 3717.00
822717 11 3968.00
637615 16 5866.00
621785 9 7956.00
537257 16 7265.00
683518 12 342.00
236335 0 2315.00
489014 14 9373.00
644271 11 8499.00
960618 10 3523.00
490355 0 9203.00
162598 7 803.00
715091 11 8287.00
585899 10 870.00
582968 15 1564.00
569236 9 5777.00
844559 0 5432.00
698738 11 9894.00
990059 2 2259.00
413378 0 8797.00
511432 16 4788.00
642016 5 4630.00
890053 1 6582.00
196828 4 2424.00
914647 10 7168.00
960415 16 7571.00
992113 1 5710.00
565722 2 903.00
723472 3 8015.00
705194 3 7222.00
751275 12 6812.00
960373 11 7434.00
418444 11 3192.00
460422 3 2797.00
822387 14 5913.00
339408 14 3905.00
805341 9 3814.00
268141 12 1643.00
815584 0 3686.00
572941 6 7597.00
773232 6 2220.00
240948 8 3099.00
820569 9 1339.00
368030 13 5545.00
293714 8 3799.00
847845 16 7288.00
771542 7 5425.00
363586 14 3738.00
381383 7 2533.00
726041 8 3447.00
754426 2 2152.00
975662 8 8749.00
421725 4 7156.00
800457 6 5449.00
504285 11 1212.00
809308 0 5911.00
892962 14 3110.00
201915 3 266.00
102253 15 6795.00
770065 0 7259.00
152639 10 9741.00
434487 3 5822.00
201501 5 7492.00
311271 3 3204.00
264507 2 9022.00
840559 9 9671.00
179011 9 3094.00
620878 13 2526.00
131003 10 5364.00
940066 8 5090.00
286480 6 8513.00
407470 12 336.00
274284 15 2447.00
324252 2 8862.00
386051 8 7060.00
941709 8 5452.00
649300 2 6180.00
623774 14 1333.00
706550 6 5997.00
542949 6 3980.00
319418 6 4993.00
673941 8 2116.00
592416 8 2739.00
870987 4 7628.00
491823 14 9132.00
187289 0 3974.00
728625 1 1699.00
998970 4 4676.00
729492 8 6501.00
958199 2 4404.00
853628 2 1183.00
816884 11 9160.00
960252 12 3315.00
551167 12 3544.00
625671 10 3858.00
762132 9 1821.00
764017 14 5178.00
321805 0 5917.00
832407 4 1497.00
297147 1 5735.00
918531 5 2132.00
630538 3 1837.00
888649 7 2315.00
607471 7 9544.00
136272 2 9126.00
492925 6 3852.00
573715 7 8831.00
245349 9 3439.00
535898 2 198.00
630047 12 9057.00
542682 3 3643.00
679086 5 6783.00
769163 16 7747.00
705660 14 9028.00
429289 9 4688.00
870549 8 8893.00
738407 7 7736.00
809488 8 7735.00
773877 5 1118.00
568385 9 1533.00
872043 7 6530.00
821690 11 3722.00
800517 7 7164.00
630985 2 307.00
241652 3 8177.00
881392 2 4949.00
720791 7 9129.00
532532 15 7937.00
112157 4 6380.00
762249 4 936.00
770681 6 1794.00
541013 0 428.00
671372 7 2344.00
358871 9 4935.00
819533 15 5175.00
408535 3 2566.00
407663 13 1013.00
872034 6 7363.00
580139 13 3589.00
543073 11 4952.00
693946 7 7995.00
545833 13 8742.00
125251 14 5882.00
193168 5 9153.00
525521 3 5694.00
159085 13 9877.00
927588 5 2168.00
529073 15 9247.00
186505 4 3913.00
841521 7 2471.00
464417 16 4495.00
668877 13 3538.00
704552 12 8963.00
574162 13 9225.00
114841 2 6977.00
300726 13 2291.00
266521 3 623.00
211517 0 5114.00
112669 13 1079.00
649706 6 1429.00
486234 9 7814.00
335561 5 6206.00
863270 13 187.00
162543 0 256.00
536726 16 2303.00
646915 14 9848.00
967782 11 4638.00
147016 16 6604.00
947727 3 9929.00
982364 12 4391.00
305174 10 8054.00
123471 8 7565.00
186428 12 1048.00
807161 12 3864.00
112789 5 4740.00
118416 6 3423.00
686268 3 1075.00
717108 13 616.00
262899 12 3926.00
255429 6 3222.00
264471 5 8200.00
679720 3 7774.00
264908 10 747.00
760771 11 4796.00
196373 5 3271.00
127314 2 9212.00
262923 13 6343.00
342687 4 5781.00
916122 0 8060.00
688442 13 8106.00
412835 3 2684.00
583909 10 732.00
842977 7 7483.00
494628 10 9336.00
478985 0 2300.00
662141 2 1545.00
643531 0 7541.00
828690 5 9474.00
837908 11 4583.00
439385 7 777.00
101600 4 2706.00
839370 6 9372.00
436824 6 4593.00
537372 13 7527.00
354358 0 6004.00
239504 10 1268.00
101405 14 1211.00
783524 11 9496.00
534171 3 2086.00
140051 13 9681.00
251289 6 5503.00
851209 6 2024.00
453188 2 2287.00
999519 13 4484.00
661168 12 6801.00
346389 5 761.00
464495 13 3417.00
324860 9 7425.00
672281 9 8129.00
173656 14 5866.00
534130 14 6859.00
255658 12 5186.00
899654 3 725.00
371596 11 2616.00
317193 9 9660.00
325100 4 7402.00
617513 11 5416.00
446232 14 6176.00
339996 16 7660.00
910415 9 6967.00
490555 10 5376.00
360365 14 3014.00
951906 9 1913.00
934698 6 8701.00
163612 1 5819.00
625181 0 180.00
952673 1 1356.00
573986 3 6612.00
691549 12 5714.00
405340 0 6125.00
646355 8 7289.00
297459 0 3671.00
503602 10 3327.00
272606 16 4487.00
987219 4 9923.00
974081 5 9971.00
231313 5 8643.00
861312 10 164.00
455819 6 9874.00
504997 2 6264.00
949294 14 3026.00
452934 12 4317.00
465296 16 541.00
339442 3 5027.00
160123 15 3417.00
395805 7 5621.00
172849 14 7140.00
153683 13 4278.00
247773 8 1676.00
379172 16 6324.00
858319 4 1458.00
824919 11 670.00
531570 1 7331.00
103099 16 5281.00
237530 2 3579.00
163339 14 6255.00
188450 2 9010.00
571614 9 6351.00
436861 0 5466.00
457534 15 855.00
641519 7 5861.00
101720 9 5860.00
777488 7 1064.00
653688 14 127.00
972831 15 8072.00
678545 6 4368.00
763233 15 7256.00
539028 0 3282.00
481079 10 1622.00
783244 8 4025.00
169916 9 6459.00
327347 14 7641.00
750517 16 5727.00
192343 15 7387.00
446305 9 7214.00
867716 2 5819.00
784227 16 6244.00
535633 3 2292.00
931747 7 6504.00
374150 11 563.00
797541 0 7545.00
535400 8 3736.00
417579 6 4247.00
250881 3 2757.00
960820 9 6260.00
763841 15 1828.00
668120 4 8808.00
223616 2 3399.00
908074 14 8996.00
249648 11 3390.00
191763 7 7892.00
635661 12 6931.00
280632 5 8943.00
340027 16 848.00
313895 14 862.00
360134 8 4856.00
979081 14 1050.00
568659 6 4685.00
878054 11 8835.00
200279 8 5454.00
835276 3 9202.00
866390 8 1478.00
978395 15 4283.00
599746 4 3729.00
481208 5 5667.00
465503 16 2319.00
631853 12 5695.00
249669 3 4292.00
858801 8 4753.00
988942 8 4327.00
773760 15 1083.00
172774 12 525.00
236687 3 1995.00
631874 3 4003.00
216380 14 2033.00
134595 4 6786.00
619663 13 9633.00
456524 12 329.00
303052 9 970.00
643467 9 4130.00
144593 0 7452.00
345102 8 7771.00
641017 11 1709.00
359930 12 2654.00
200109 4 3297.00
264830 7 1265.00
769718 10 4411.00
635284 10 6918.00
517682 6 8048.00
670129 12 1767.00
884502 14 2090.00
810276 4 6869.00
594610 14 7392.00
167404 3 9091.00
469758 12 3125.00
364298 15 4304.00
192203 9 122.00
187322 0 123.00
639658 5 3313.00
854845 14 3526.00
226516 0 1564.00
434312 1 8782.00
383997 7 9470.00
896053 9 4037.00
566233 16 571.00
281891 13 9950.00
441356 10 4257.00
323952 8 5169.00
733786 7 3784.00
827476 14 3943.00
120816 5 2552.00
710068 7 602.00
102980 13 7365.00
629634 1 1379.00
449706 13 7909.00
653304 0 7438.00
734263 14 110.00
610387 1 8148.00
874897 9 2383.00
914544 12 6748.00
646936 12 2775.00
178338 4 2507.00
737469 13 7108.00
917641 11 2237.00
381416 12 3088.00
372775 15 2158.00
239392 2 276.00
759173 9 4927.00
691291 5 6245.00
597998 12 3503.00
199898 8 9407.00
493957 8 4644.00
215713 12 8008.00
591885 3 4393.00
849744 16 1590.00
318716 6 2026.00
160948 13 1275.00
584485 2 1994.00
431827 2 2683.00
247441 15 9854.00
745274 11 1387.00
669131 6 4922.00
429276 15 2837.00
304237 9 7535.00
905123 0 570.00
371337 6 6545.00
167228 1 6319.00
438350 4 7084.00
738160 5 2222.00
148029 11 8500.00
547800 13 1241.00
904998 14 2406.00
314754 10 3809.00
470769 3 289.00
827227 8 6151.00
533110 11 390.00
323578 12 105.00
383259 10 6169.00
619498 15 3203.00
813275 3 1680.00
500047 6 2836.00
