555 15
594708 5 6392.00
416763 4 1992.00
497987 9 4415.00
686783 8 7034.00
946290 4 5240.00
829970 3 3353.00
418286 12 3829.00
767087 0 3456.00
688991 0 4382.00
951677 2 1154.00
689171 3 2774.00
554884 10 1012.00
257999 8 6073.00
402250 14 7553.00
335494 8 912.00
184217 12 7323.00
583573 3 8952.00
687421 13 5040.00
845723 2 3328.00
757386 2 9523.00
749288 3 1082.00
554828 14 9378.00
406618 1 9776.00
142274 12 2262.00
875550 2 2666.00
880505 9 5891.00
394617 13 1030.00
410864 8 4867.00
712578 5 2890.00
297130 5 7143.00
129359 14 5503.00
246380 13 7258.00
861515 6 8472.00
200639 11 9059.00
364294 12 2854.00
264186 5 5707.00
964080 13 5667.00
134080 12 9851.00
458124 12 2582.00
372224 0 8475.00
133933 12 1638.00
567637 8 1306.00
478414 5 1000.00
953156 8 1732.00
892482 10 3832.00
423932 7 9036.00
542732 6 1846.00
442901 10 3765.00
333795 13 5449.00
489283 1 6647.00
541150 10 6940.00
371887 14 9206.00
679066 0 9762.00
109326 11 7531.00
498268 12 1012.00
995383 13 2623.00
626119 10 1470.00
121745 12 3066.00
607711 12 848.00
382311 11 1422.00
735401 10 5061.00
284646 13 8661.00
444300 4 3415.00
474470 5 8254.00
108827 8 8272.00
792785 14 6700.00
862490 0 7244.00
703702 14 6907.00
124021 11 592.00
428121 11 1929.00
723138 6 2692.00
605094 7 6366.00
385054 7 5252.00
218279 14 5128.00
393971 12 3807.00
984322 14 3073.00
557983 12 8272.00
144405 11 4967.00
978547 0 8702.00
412927 13 7137.00
634938 12 9308.00
597843 4 969.00
523849 10 4830.00
453443 1 5239.00
153990 8 5176.00
121281 4 4008.00
692794 13 7808.00
345084 11 2135.00
107467 9 3757.00
672566 10 932.00
415651 11 7923.00
468265 0 2692.00
445412 2 422.00
596111 6 3924.00
243488 14 7397.00
248190 14 3827.00
401173 12 2898.00
864308 5 803.00
782417 10 3388.00
467669 5 8806.00
246999 10 6593.00
145821 5 3849.00
220576 11 7063.00
395942 8 3182.00
931860 2 2830.00
233336 12 5632.00
209105 3 1224.00
262457 11 2817.00
307213 11 4052.00
274622 3 6296.00
709952 1 5489.00
878987 13 399.00
418313 7 7549.00
499995 4 6007.00
497888 3 3695.00
174312 2 8364.00
997476 14 7082.00
795374 4 2978.00
669608 0 3280.00
750415 9 3729.00
979827 6 2870.00
553390 6 2827.00
238341 2 3356.00
571878 12 4863.00
386881 1 8476.00
720022 7 6485.00
835895 5 5596.00
759755 9 4120.00
189891 13 9538.00
745128 8 6487.00
947768 11 2062.00
270458 1 5591.00
372582 10 4746.00
204621 9 9653.00
524860 9 6134.00
601032 1 4321.00
271082 14 4683.00
722084 8 9880.00
481500 6 519.00
752049 12 2314.00
940591 6 2649.00
508088 11 3840.00
961231 6 7114.00
742347 10 2934.00
704046 14 6987.00
467319 1 5313.00
483383 6 1023.00
724023 12 7895.00
179146 10 7477.00
586356 0 8301.00
517075 9 9569.00
111793 3 1407.00
400427 6 2078.00
145636 6 6879.00
340584 2 4346.00
622230 2 6268.00
866007 5 4795.00
289319 3 7555.00
383582 6 2596.00
838122 6 6548.00
749763 3 3215.00
887855 14 1839.00
375977 2 2505.00
722006 12 9836.00
328348 0 7602.00
934982 14 8705.00
812343 9 861.00
988359 0 3883.00
766478 5 6403.00
599603 7 9527.00
603159 7 4653.00
758093 8 3223.00
767259 12 6410.00
717058 14 2200.00
738275 4 7710.00
744744 13 8322.00
394569 0 3244.00
545485 1 4774.00
115751 13 5544.00
100382 14 3243.00
103936 14 3855.00
942791 13 2337.00
774227 12 2507.00
537520 13 1390.00
567738 10 8014.00
371356 13 4852.00
850642 7 4772.00
350383 12 8526.00
721857 4 8978.00
699339 10 2281.00
517766 6 3279.00
233793 1 3990.00
954245 5 3344.00
517235 9 2262.00
532026 5 9416.00
501598 8 8630.00
562607 9 3304.00
227058 5 9281.00
271045 10 6208.00
880432 3 9000.00
309955 8 5834.00
669795 10 9125.00
249126 5 6159.00
311704 11 9782.00
182896 3 7252.00
635809 1 7100.00
546705 12 9157.00
687180 6 1966.00
809050 14 3571.00
307550 10 943.00
872640 11 9578.00
868333 12 3938.00
780398 8 9099.00
597390 9 4356.00
279101 14 5370.00
880306 8 8516.00
811868 13 5627.00
844372 0 8104.00
696947 9 1386.00
877655 6 5703.00
240828 6 7118.00
435966 4 3642.00
188778 14 4559.00
874621 12 3120.00
344918 5 2692.00
447684 0 7535.00
395044 7 5223.00
810693 2 5252.00
568170 4 8041.00
157660 10 9708.00
305702 11 5578.00
819483 2 4210.00
550850 8 8878.00
648322 3 3919.00
992792 5 8172.00
114903 3 9010.00
889550 14 8324.00
322538 9 5244.00
987837 11 6322.00
602091 3 988.00
467360 11 3316.00
771017 2 4178.00
770649 2 8663.00
197842 11 5933.00
311733 6 4343.00
458271 1 1301.00
594530 9 220.00
625627 6 7890.00
801613 5 9269.00
358536 2 3945.00
921236 8 1270.00
592311 6 3538.00
377937 1 4751.00
166603 8 9337.00
364082 13 3515.00
453089 13 7140.00
103537 1 3490.00
286908 2 5430.00
263748 9 5499.00
345045 13 6506.00
203329 11 4445.00
159466 1 2802.00
137513 9 8378.00
162253 3 4038.00
136683 11 7882.00
772887 0 7397.00
366236 2 2337.00
987757 14 9734.00
421661 1 1078.00
397319 1 3957.00
620950 1 1824.00
890303 5 6404.00
993960 14 256.00
101867 3 1219.00
961986 10 7334.00
152334 5 7377.00
348709 6 5384.00
937303 12 1561.00
604843 13 416.00
271008 12 1621.00
271343 14 6521.00
278277 9 1916.00
253285 4 1720.00
531786 14 8897.00
799575 12 6512.00
749739 7 6729.00
420156 9 5566.00
711628 0 6458.00
806780 7 4552.00
192138 8 2042.00
262518 11 4118.00
316642 12 8866.00
558138 4 8304.00
665335 12 899.00
461854 5 5403.00
277796 12 3388.00
530600 5 6195.00
155537 0 4966.00
520941 5 6617.00
473688 7 2592.00
865090 11 345.00
845283 0 2364.00
186513 14 7009.00
252078 5 7874.00
689125 4 797.00
229772 0 1848.00
679712 11 1667.00
234186 9 9419.00
752940 5 5901.00
209717 8 1147.00
351704 7 5389.00
565178 1 4504.00
853907 12 782.00
957846 8 4235.00
561731 5 5157.00
761637 13 2966.00
305011 8 3560.00
776111 10 4722.00
270826 10 3680.00
340408 6 8994.00
452531 12 6661.00
723149 12 1949.00
576128 8 4772.00
762329 3 4127.00
503208 4 538.00
331019 7 8259.00
552948 2 8651.00
210197 4 7722.00
881472 0 4413.00
419588 5 5127.00
599203 13 9534.00
494196 10 3491.00
818805 11 2865.00
780546 6 7678.00
207031 10 4986.00
423526 0 7789.00
930511 11 929.00
616116 2 6288.00
245170 7 2411.00
651312 11 4600.00
595356 9 3350.00
875561 7 3212.00
979790 3 9490.00
497298 4 6283.00
280208 2 6299.00
215228 8 8967.00
636416 4 5155.00
734230 5 6684.00
605542 14 9744.00
683951 13 9454.00
499600 6 1090.00
791484 3 4151.00
416643 9 3710.00
750978 8 9261.00
662050 6 3239.00
759084 5 3261.00
747634 3 4169.00
435122 5 5872.00
929829 4 2838.00
899008 14 3373.00
922840 5 381.00
591509 0 4484.00
152702 10 8907.00
196023 2 6941.00
552972 14 7154.00
618407 13 5875.00
781809 7 8054.00
878932 6 9640.00
577912 7 6011.00
816597 11 584.00
589312 11 5042.00
400193 0 4698.00
108384 9 8696.00
276340 12 1954.00
922950 13 9706.00
598342 0 8187.00
425636 3 3148.00
522489 14 8651.00
789691 9 1330.00
433921 3 380.00
676381 2 4188.00
567724 9 3850.00
221938 2 1850.00
428599 8 6911.00
971902 12 1440.00
610707 4 4755.00
185156 11 9738.00
270841 11 6648.00
674896 4 3022.00
183510 9 5514.00
262962 10 350.00
161109 3 5237.00
236919 0 5812.00
592464 11 6583.00
551110 8 2261.00
900776 8 8276.00
888728 5 6789.00
383013 10 3413.00
163372 8 3623.00
714863 6 2825.00
110919 3 5384.00
946099 10 6559.00
883560 9 8971.00
536422 8 5279.00
817161 2 2265.00
622013 12 1166.00
825915 2 851.00
248616 9 6090.00
199277 11 1791.00
757034 5 5608.00
546939 2 8332.00
235060 13 3636.00
876759 1 5742.00
755465 9 2650.00
315208 13 5547.00
567350 7 9840.00
426475 6 9112.00
482155 3 3437.00
819071 5 7090.00
984101 5 8477.00
139253 11 7713.00
605074 6 5513.00
852417 8 8319.00
855748 13 2298.00
866085 1 3307.00
783862 2 7960.00
202233 2 6126.00
158635 3 6558.00
426730 5 5034.00
414696 4 7323.00
145649 12 752.00
760924 11 9453.00
705267 10 9272.00
345856 10 3487.00
954260 3 3142.00
663573 14 8936.00
145611 5 5502.00
849630 10 5944.00
834663 8 3121.00
874327 11 8671.00
533757 9 2871.00
485650 9 5146.00
124065 2 8867.00
390116 11 8314.00
573198 6 5215.00
384572 10 1552.00
449466 14 4433.00
300162 4 4049.00
453573 7 8377.00
207289 13 2370.00
995587 1 8373.00
425397 3 9589.00
518824 2 9462.00
341290 7 4920.00
794337 12 2316.00
809306 7 9092.00
922395 14 8526.00
570003 13 2884.00
811595 13 2502.00
107719 9 8442.00
847157 10 1504.00
698433 7 5143.00
562005 10 1564.00
562780 2 6824.00
200712 3 4163.00
475540 5 4119.00
583149 9 4312.00
706233 10 2808.00
972743 13 4570.00
131554 8 7542.00
393755 14 365.00
935538 8 6323.00
767598 8 2012.00
998129 6 4121.00
366125 5 9060.00
352555 13 3892.00
544015 12 8144.00
322826 0 9787.00
329515 12 2930.00
511504 12 8212.00
860252 0 7203.00
219850 12 6992.00
949651 8 9796.00
561908 14 9086.00
315244 4 8416.00
354602 11 7954.00
819876 9 5556.00
223421 11 6014.00
767339 14 2117.00
696223 7 7367.00
838301 6 417.00
406558 13 4169.00
485216 11 9596.00
353843 0 546.00
652402 5 8296.00
498581 12 5555.00
983333 0 932.00
966424 10 439.00
963999 10 118.00
758606 9 3767.00
614303 1 476.00
304298 3 9383.00
188466 14 4638.00
353042 5 3567.00
203859 13 3518.00
241209 5 9684.00
507140 6 1989.00
100809 12 2662.00
109681 14 5846.00
497851 8 2636.00
880221 11 5099.00
176068 8 8798.00
386527 13 4809.00
693377 2 3666.00
740780 7 6113.00
280308 8 7427.00
135056 2 7100.00
893657 6 2741.00
592913 12 909.00
152921 12 2203.00
771670 13 6284.00
491865 3 4226.00
893637 7 3679.00
693068 5 4847.00
721197 0 7868.00
301122 9 1559.00
446459 1 945.00
254245 8 5472.00
260431 1 4730.00
335260 7 651.00
295122 5 5079.00
281155 0 9222.00
675957 4 4945.00
886516 3 125.00
577327 11 7030.00
906210 1 8871.00
935213 11 2102.00
937994 1 7708.00
596641 9 4948.00
714354 6 9432.00
968134 14 9923.00
319296 9 6480.00
183965 7 5578.00
853815 2 3539.00
988279 2 5872.00
711639 0 667.00
202902 3 7251.00
947450 5 2779.00
550682 4 7088.00
785102 3 932.00
621282 1 1562.00
487693 0 9334.00
516863 7 268.00
389605 6 8809.00
768025 4 674.00
