589 15
635519 7 1642.00
561426 5 7120.00
313262 9 1024.00
508752 2 8748.00
374765 1 2760.00
177163 9 2295.00
214513 3 4439.00
181764 11 5156.00
857474 11 720.00
596743 1 569.00
766139 5 2574.00
546265 14 8586.00
736648 7 2192.00
845485 10 5516.00
329030 12 9560.00
136843 2 1145.00
294538 4 9521.00
868701 8 4866.00
805938 7 5721.00
158415 1 2902.00
371595 6 2281.00
319622 12 247.00
342549 14 4776.00
475056 2 132.00
784222 2 4745.00
456862 12 1697.00
717755 13 3932.00
703330 14 2957.00
852180 5 8289.00
214066 7 1759.00
814877 13 8869.00
849039 7 9782.00
891829 7 4585.00
998444 5 846.00
859385 10 5583.00
556998 8 5716.00
557364 13 4773.00
975942 12 8488.00
477728 2 6680.00
491502 11 7389.00
696388 7 7488.00
313482 5 5723.00
962758 1 8182.00
974378 0 9872.00
260318 8 3129.00
423557 4 5338.00
602426 14 6426.00
353249 13 4575.00
213659 6 8963.00
258889 1 9384.00
266795 14 7538.00
542025 9 6801.00
193179 0 5657.00
904465 2 6553.00
544474 3 175.00
909749 3 6204.00
590674 5 5928.00
737024 7 5648.00
633078 1 4737.00
403819 5 3023.00
343452 5 7105.00
636711 5 7751.00
529845 7 7615.00
509545 14 8199.00
405296 11 9520.00
386922 0 6418.00
196565 14 9357.00
227015 5 885.00
931807 14 2881.00
793860 4 2150.00
346982 12 2938.00
867859 12 4213.00
488953 12 5617.00
304617 3 5390.00
414681 3 8474.00
311699 11 5132.00
849290 10 7899.00
118517 13 7791.00
129122 1 1470.00
239333 5 7376.00
806442 0 2451.00
241231 14 2201.00
461908 7 8193.00
715092 7 4093.00
837845 14 1095.00
764390 4 5003.00
496002 3 3960.00
228706 3 6703.00
577765 12 9924.00
903486 3 7528.00
663731 6 2828.00
148259 2 629.00
640023 3 6058.00
655453 2 8722.00
168821 5 6565.00
340747 0 8536.00
611788 0 7959.00
836740 14 6731.00
669755 11 3325.00
645272 9 732.00
980442 12 9948.00
709548 0 6824.00
479702 4 6415.00
377167 12 4635.00
645959 3 3725.00
230588 13 4946.00
125003 1 5084.00
822318 6 6622.00
139109 10 8089.00
559435 1 6282.00
714232 10 9246.00
314993 1 4611.00
524467 10 2816.00
455216 13 6953.00
744908 8 1961.00
594896 1 6658.00
718232 8 4642.00
156899 3 3325.00
673401 4 1128.00
411677 8 2705.00
292934 7 9845.00
894136 0 4627.00
407648 9 4847.00
300950 13 9848.00
534768 10 7020.00
703243 6 8403.00
753323 0 9610.00
159240 7 5615.00
712392 13 2630.00
802902 9 324.00
948020 0 3066.00
541046 6 8893.00
185661 8 7049.00
762148 9 9440.00
404670 8 4624.00
270539 4 8875.00
334783 0 7007.00
745322 8 1403.00
235830 4 9778.00
308144 2 8624.00
147735 6 8100.00
711772 5 3784.00
956329 2 5114.00
332699 14 4794.00
899847 1 5913.00
527764 4 8501.00
784916 0 8394.00
379405 6 9198.00
508110 2 3052.00
946010 9 6276.00
780522 9 5496.00
112919 13 2595.00
279879 13 1492.00
234126 0 4348.00
466268 8 7794.00
673336 8 4713.00
212826 10 2269.00
344787 11 3670.00
499781 4 6971.00
979756 9 7874.00
358834 7 4405.00
528502 2 6495.00
512376 5 1513.00
661656 4 7688.00
243586 6 278.00
179139 4 1506.00
425545 5 2653.00
526152 5 5938.00
299120 14 3019.00
529802 7 8035.00
301085 9 9655.00
252901 10 8927.00
232962 0 4540.00
373473 11 6508.00
193570 14 6678.00
121701 5 8897.00
119303 13 4498.00
952953 4 4802.00
174764 9 5028.00
206596 11 393.00
563047 3 7734.00
639377 7 6898.00
249159 7 1225.00
980544 8 5961.00
719213 9 5130.00
450324 9 9183.00
755092 5 9934.00
277592 5 6560.00
649385 12 2586.00
796844 1 1382.00
789039 10 7346.00
567907 1 1881.00
709410 8 1986.00
201268 13 2266.00
629050 1 8386.00
914138 10 9561.00
858616 14 2916.00
641785 4 5264.00
938082 0 2060.00
576575 8 4752.00
525251 13 1567.00
129947 7 5810.00
697215 13 3725.00
375965 7 1927.00
729419 1 799.00
566703 7 968.00
492194 9 8616.00
362326 11 8590.00
654061 10 4369.00
993078 9 3775.00
356360 8 8859.00
976409 10 4628.00
204530 4 943.00
