950 19
613465 4 1794.00
487999 13 9698.00
857715 7 9457.00
374905 5 815.00
620459 10 6008.00
185991 13 7461.00
733082 5 1168.00
564204 14 5801.00
990553 16 464.00
204555 8 8306.00
980618 14 888.00
757141 3 5314.00
554856 5 9507.00
959354 6 1513.00
328391 4 6758.00
688984 14 4416.00
399025 9 9220.00
436227 8 8005.00
694888 12 101.00
106718 3 1736.00
541471 5 3728.00
511898 1 4288.00
500974 1 2254.00
740936 9 5701.00
914418 12 8489.00
226225 1 887.00
404791 7 495.00
197780 3 1821.00
790386 1 6544.00
789296 13 1686.00
645580 17 5346.00
157098 4 2346.00
322903 9 4578.00
678506 15 8546.00
519947 6 6312.00
795561 8 1647.00
634242 18 8603.00
577133 2 5684.00
283538 18 2702.00
508596 3 6661.00
398804 2 9715.00
796334 14 2663.00
632307 1 8480.00
622957 14 9491.00
135246 4 2683.00
376633 15 5449.00
212278 4 9778.00
575856 16 7033.00
411427 3 6445.00
458185 9 8180.00
416801 5 3898.00
458431 16 5857.00
323767 6 1825.00
606331 8 102.00
206527 7 1813.00
868722 15 6142.00
936224 18 3575.00
934766 3 9733.00
816194 5 8651.00
653637 10 9646.00
472068 6 178.00
226408 14 6258.00
160507 16 7140.00
867776 6 1056.00
686855 16 681.00
646443 8 1810.00
333397 7 4889.00
472875 1 440.00
310594 17 318.00
155819 9 1914.00
287290 8 6605.00
862743 11 3857.00
925605 14 9835.00
815497 2 7896.00
636065 8 704.00
983500 6 5138.00
289709 18 8429.00
218451 9 616.00
346955 5 2318.00
234008 0 8977.00
319249 3 8618.00
408609 10 3939.00
849307 6 8585.00
728397 1 9266.00
767674 7 9438.00
692818 18 3621.00
899324 4 6356.00
517689 2 720.00
284264 3 6218.00
310104 4 1693.00
645216 8 7249.00
665740 17 5708.00
314453 2 571.00
525205 8 7525.00
617995 8 533.00
266737 11 8825.00
345014 3 1953.00
519657 12 8295.00
923407 13 4772.00
684091 17 1539.00
235655 5 5021.00
145880 9 6240.00
928220 9 6057.00
696924 0 1689.00
705322 15 1509.00
775820 12 2982.00
337126 15 7362.00
733966 1 3967.00
365582 16 6600.00
984408 14 524.00
270030 7 6202.00
147087 17 5077.00
803610 9 1897.00
602323 2 9588.00
423814 11 7098.00
625455 17 6325.00
184217 13 4171.00
582630 2 114.00
242967 5 7354.00
172350 18 9087.00
600317 1 4041.00
506476 8 7182.00
884821 4 8124.00
429084 4 8034.00
573162 14 2854.00
706726 9 5064.00
180389 15 4062.00
431594 0 6597.00
951683 9 5422.00
709509 16 5116.00
593051 17 1232.00
995101 15 6416.00
235293 11 9845.00
518753 7 8567.00
123753 3 484.00
186771 5 3321.00
501827 14 1466.00
393669 9 1462.00
358347 13 2157.00
336100 17 7179.00
456993 15 7147.00
965814 8 7314.00
197509 15 6705.00
152551 11 6659.00
296824 2 9213.00
241431 18 1551.00
622576 18 7135.00
525859 12 8431.00
479151 11 4308.00
198810 12 6378.00
996384 14 4204.00
169271 15 4621.00
371430 13 4147.00
115403 13 6133.00
595380 3 3098.00
292971 10 7017.00
381813 17 963.00
269858 4 9060.00
288031 4 9440.00
708271 4 698.00
847081 1 5440.00
570668 8 1137.00
744092 14 5959.00
822923 18 522.00
149306 3 3490.00
837569 4 7731.00
301392 16 3312.00
378124 0 4602.00
609742 7 145.00
470843 8 4443.00
205588 15 4203.00
342361 13 681.00
297702 2 3877.00
537718 6 7880.00
502046 5 3994.00
933693 13 1468.00
215771 14 4979.00
282746 10 8103.00
946344 12 2282.00
515189 10 3068.00
860844 10 9770.00
457341 11 5500.00
290581 4 9719.00
718414 16 9345.00
550154 14 6293.00
413821 2 4247.00
668941 7 8001.00
489300 17 6825.00
141624 18 6789.00
886115 6 1299.00
359853 17 4531.00
655830 16 3211.00
560384 17 7796.00
521227 17 8833.00
917237 4 9839.00
