593 18
865029 7 9202.00
591936 0 373.00
592642 14 5102.00
230773 15 9345.00
452131 8 3394.00
365780 1 3488.00
245149 10 7764.00
999649 0 2878.00
989932 7 2541.00
347120 11 2930.00
595956 4 3545.00
131944 8 7949.00
217576 4 3488.00
612445 10 5812.00
101162 10 7268.00
569289 12 7035.00
733947 10 5457.00
185600 15 1999.00
653946 4 946.00
819515 6 9918.00
605914 0 1603.00
897794 11 2099.00
330280 7 3656.00
288155 0 9233.00
719669 14 7102.00
286787 10 3428.00
519402 15 1510.00
131568 6 7859.00
480081 9 1543.00
113402 15 4797.00
843120 2 8544.00
818395 2 4530.00
371204 8 1722.00
265712 12 6557.00
822059 4 1362.00
341226 11 2800.00
372945 8 8420.00
184652 3 4667.00
991261 5 8947.00
460354 11 6703.00
895949 15 9995.00
472401 14 1089.00
298750 2 4081.00
369763 7 8734.00
457988 15 4137.00
795404 1 294.00
269754 2 6376.00
636548 0 1012.00
207226 5 8452.00
206509 10 4069.00
999167 6 9614.00
694231 9 550.00
633526 14 883.00
556211 9 2330.00
158048 13 1553.00
370386 15 2001.00
269564 7 3399.00
116282 13 7141.00
458880 3 1818.00
781982 5 6648.00
608784 3 3528.00
291328 1 4748.00
525143 0 8083.00
446829 3 8382.00
540350 10 377.00
633708 9 5622.00
731305 12 5184.00
440829 9 774.00
955160 2 5851.00
706984 2 2270.00
401487 0 2544.00
437549 12 6696.00
823060 10 7705.00
612473 2 5723.00
185498 8 3228.00
511894 3 8550.00
643195 13 2691.00
923667 8 4102.00
916282 0 4565.00
945568 6 9860.00
401063 17 184.00
248891 2 4815.00
374764 7 3836.00
555306 1 6338.00
804605 5 903.00
609963 4 620.00
590893 4 9765.00
743313 12 2197.00
198888 16 7630.00
536107 9 381.00
604327 5 1277.00
310563 9 9315.00
170040 4 7485.00
670921 13 8847.00
837710 16 3635.00
371096 4 6029.00
965396 16 5796.00
523640 12 7666.00
496409 12 8899.00
370463 12 5249.00
576377 15 1759.00
657578 5 6636.00
360710 8 1322.00
108804 7 9426.00
358989 13 1383.00
196455 6 7886.00
