224 13
442674 6 6436.00
595994 11 7294.00
252951 0 7062.00
254976 6 4571.00
551587 6 3508.00
120076 1 9912.00
725916 12 6121.00
503476 4 9341.00
305107 5 5423.00
189191 8 8766.00
356465 12 5481.00
937784 3 5789.00
938504 9 8665.00
405473 12 1400.00
306555 3 9018.00
159284 8 4379.00
330660 2 3039.00
969061 6 7621.00
763559 6 7663.00
859329 9 3212.00
462464 8 4978.00
993626 11 2781.00
545065 8 8893.00
185232 4 605.00
767648 9 6697.00
459815 7 2282.00
695762 7 8471.00
235597 11 2857.00
448658 7 7827.00
129351 5 8890.00
255800 12 4548.00
556261 11 7258.00
769647 2 7855.00
377565 0 441.00
798574 7 2020.00
654711 3 5572.00
568047 10 9859.00
809562 6 1796.00
955094 6 9780.00
115488 12 3154.00
667368 3 8652.00
494110 6 1558.00
686404 4 3562.00
914269 10 1636.00
827436 2 8962.00
668561 0 8630.00
781311 2 5044.00
910232 12 4736.00
652582 8 1998.00
284501 12 9431.00
875477 10 9080.00
377752 1 1750.00
919676 12 4522.00
831798 7 284.00
849997 9 6896.00
254048 7 1694.00
368576 1 4367.00
494331 0 3556.00
520227 12 2913.00
388449 10 7678.00
804215 4 8920.00
352823 1 4447.00
216327 12 8878.00
795387 12 6652.00
378259 5 2361.00
564561 3 8727.00
618087 9 8647.00
327907 0 6973.00
957553 12 812.00
903567 5 1219.00
580982 11 6947.00
114157 3 9293.00
442487 1 4375.00
997060 5 6800.00
300324 11 8228.00
203904 3 728.00
477832 4 1798.00
599077 12 8944.00
371950 11 6442.00
363507 10 7813.00
826178 6 7620.00
861406 7 4444.00
207351 7 2866.00
394160 0 414.00
785665 3 2584.00
635228 2 9836.00
305237 10 1064.00
829825 7 1511.00
751422 3 764.00
771906 10 5934.00
838081 2 4184.00
890437 0 5520.00
329589 2 6306.00
701286 9 5891.00
368394 11 6227.00
133687 2 7088.00
719069 0 5386.00
625563 3 3759.00
865178 1 9412.00
648306 3 5331.00
890944 6 3621.00
776351 10 3981.00
901802 12 8613.00
142312 12 8107.00
120336 3 830.00
336566 3 829.00
387495 8 4285.00
683178 0 9980.00
139138 1 6706.00
982170 12 5748.00
588887 10 2623.00
783406 6 3102.00
379018 0 7661.00
228321 11 2022.00
487276 6 128.00
462833 8 354.00
682684 6 4636.00
739974 4 2266.00
211887 5 4453.00
732368 8 4703.00
964005 2 4531.00
881825 4 2113.00
763702 12 9717.00
912270 12 5053.00
691543 11 288.00
858687 6 7636.00
677511 6 8838.00
292892 4 2286.00
722035 11 5270.00
586615 5 1458.00
823308 12 3121.00
313758 12 4293.00
286214 11 7018.00
828351 6 2854.00
683612 1 274.00
708411 12 8962.00
609662 12 9272.00
866002 0 3690.00
963797 6 5331.00
291582 1 6486.00
256281 9 6730.00
748152 9 2830.00
681717 11 3549.00
116078 2 4212.00
446789 6 2100.00
989810 4 7866.00
826638 8 6450.00
333995 2 4380.00
114833 4 4342.00
384950 11 9610.00
880047 10 440.00
580566 8 1010.00
854871 6 6926.00
160849 7 9488.00
279354 11 9233.00
971151 0 1373.00
165268 1 4386.00
647955 4 7412.00
913666 5 4894.00
560376 5 2101.00
493273 8 957.00
585999 10 8083.00
444265 4 7376.00
703693 9 4407.00
335430 9 501.00
156773 5 6381.00
136107 3 3991.00
921610 1 5223.00
393063 3 6565.00
643263 5 6958.00
417272 4 3553.00
306781 10 1258.00
437722 4 9926.00
295554 2 3148.00
620450 9 8098.00
252335 12 8999.00
448016 3 4266.00
539484 2 7505.00
855799 8 8243.00
840293 0 847.00
929198 5 669.00
337993 2 340.00
156318 5 9093.00
403435 5 6610.00
312765 4 2156.00
527937 12 3484.00
315518 9 5840.00
191281 9 153.00
375267 6 8561.00
746691 12 6992.00
877055 2 7392.00
228022 9 209.00
651064 0 1151.00
712461 9 8553.00
885168 8 9221.00
547038 5 8399.00
360333 11 8303.00
691465 6 3808.00
921597 4 7072.00
722521 4 7958.00
348157 12 1901.00
379304 10 3408.00
338279 10 1197.00
975726 7 4081.00
106096 10 5587.00
596189 10 9657.00
568125 9 5483.00
111347 11 5757.00
659307 12 8975.00
908324 3 4603.00
259429 1 281.00
597876 8 3199.00
594637 6 1589.00
225043 7 5350.00
604632 4 4971.00
332646 0 4577.00
647864 4 2992.00
587278 2 2810.00
317595 9 5343.00
968632 1 8662.00
704491 10 5057.00
714993 6 5068.00
262681 1 3056.00
588284 6 3441.00
