808 17
220623 16 1934.00
689147 12 345.00
968931 6 2434.00
752331 2 4989.00
474895 13 2197.00
888637 13 2025.00
512508 2 9276.00
492821 9 9065.00
326524 16 8271.00
219840 14 5772.00
996451 1 5981.00
253207 0 6615.00
269346 16 8848.00
849068 13 7726.00
216163 16 8673.00
120612 13 3832.00
216367 10 2839.00
823083 8 8163.00
481990 3 9630.00
335902 10 7823.00
704871 16 8017.00
894956 15 1874.00
102501 7 7747.00
208734 7 8025.00
955991 10 7479.00
556591 4 625.00
482242 0 7276.00
703136 7 8781.00
484001 15 3579.00
793557 15 7928.00
427366 14 8983.00
521079 11 7533.00
552215 7 8932.00
996887 2 3985.00
184037 13 5055.00
826539 5 4257.00
755905 2 4296.00
484967 16 5524.00
605157 9 9100.00
304910 10 4438.00
478686 4 1459.00
927577 2 7485.00
670930 14 5524.00
522837 0 4692.00
808997 11 9364.00
624214 5 6452.00
659800 5 6805.00
418218 7 6742.00
449341 12 2796.00
460088 1 4131.00
919652 11 2494.00
344678 9 8861.00
917274 9 2548.00
382216 4 1834.00
483774 1 3952.00
913923 14 9280.00
318207 14 9827.00
771585 16 7519.00
511614 16 5225.00
325312 3 6782.00
834393 1 412.00
179301 16 3986.00
416232 4 1562.00
920277 8 6419.00
686906 9 9052.00
129412 3 8047.00
148644 10 3787.00
142279 7 467.00
467901 4 2108.00
803473 0 8219.00
671890 14 2058.00
330701 10 4882.00
378239 4 2236.00
916517 3 9734.00
880557 15 543.00
627234 10 7769.00
973349 13 5251.00
626685 12 9843.00
489918 1 2370.00
648428 5 3790.00
675332 12 4508.00
315964 7 3944.00
944087 12 9878.00
928638 12 4581.00
856914 3 1113.00
546170 15 7332.00
996607 6 1686.00
958739 13 3364.00
457622 15 7146.00
646086 6 6372.00
105445 5 7529.00
111256 12 1501.00
483670 5 5750.00
897417 8 1411.00
743195 6 1125.00
617865 16 2144.00
478270 9 9628.00
558095 14 5567.00
206103 9 5346.00
690755 1 4726.00
186604 2 8394.00
