878 15
637775 3 1587.00
392528 12 9249.00
510891 6 3790.00
998748 14 510.00
135224 10 7047.00
948717 9 2305.00
582637 13 6045.00
890878 6 505.00
350117 0 1608.00
164362 14 271.00
193835 9 7061.00
715051 10 863.00
749794 0 7093.00
926998 12 3662.00
251926 12 462.00
945006 5 3502.00
918971 14 1549.00
774106 9 6948.00
463672 14 5290.00
758564 4 8508.00
811288 1 2045.00
460179 0 3996.00
491606 7 4845.00
299036 9 8768.00
513935 14 7237.00
253665 3 9809.00
443083 8 1189.00
423015 8 7924.00
859220 14 3986.00
915499 1 9795.00
143676 13 7602.00
569158 14 9057.00
898634 9 6165.00
728442 14 2876.00
817032 12 7204.00
393641 13 3704.00
281327 6 9726.00
679946 0 7611.00
273725 13 2620.00
360706 1 976.00
265628 5 8367.00
145318 10 6286.00
164570 9 6829.00
135667 0 7960.00
843209 13 2190.00
745079 5 6399.00
497917 3 1477.00
213253 3 9014.00
421802 12 3768.00
353454 13 8125.00
596105 6 3706.00
826518 7 9893.00
932806 3 9402.00
594792 0 2322.00
903897 9 3566.00
558115 3 5867.00
955659 1 438.00
683588 4 3476.00
929534 10 999.00
867978 3 844.00
574341 9 3554.00
248507 3 6001.00
986841 2 1645.00
316211 11 1809.00
871620 7 8189.00
218544 13 4361.00
100398 0 6794.00
165799 0 4120.00
784123 4 4087.00
108535 3 8082.00
763477 14 4447.00
933360 9 7937.00
374384 9 6408.00
193085 8 776.00
247904 3 3701.00
770296 5 5827.00
581683 12 5646.00
493260 3 3309.00
769836 10 3029.00
734651 10 7949.00
990077 10 7464.00
977415 8 6198.00
350017 5 2718.00
261546 11 3121.00
698341 8 6124.00
941365 12 2444.00
728058 13 8819.00
127072 7 1864.00
505354 10 4738.00
111413 1 1763.00
235376 5 3536.00
239427 4 6924.00
569451 4 6318.00
693411 9 3761.00
592945 8 5899.00
755628 11 7225.00
288994 4 1174.00
509673 5 5492.00
411870 12 1344.00
104236 14 715.00
910260 1 1551.00
125204 0 5801.00
837673 13 1289.00
608697 14 7727.00
554970 5 3966.00
647343 7 6089.00
811526 12 1936.00
793166 8 3515.00
635901 11 7241.00
662033 12 2564.00
372910 13 7560.00
630617 11 9545.00
837733 13 9854.00
923509 9 2485.00
846902 2 1143.00
391798 2 210.00
866127 1 5539.00
936681 12 9197.00
175675 10 1181.00
448592 8 9247.00
563455 8 6511.00
164350 14 6468.00
928692 4 3611.00
314559 4 6198.00
622978 8 3376.00
719488 0 3791.00
197507 12 2357.00
643491 4 6851.00
540391 0 5601.00
822896 8 7825.00
189314 4 6744.00
437114 12 4752.00
539371 14 538.00
599274 4 6384.00
