405 367
384 18 7
32 9 7
36 6 6
356 17 1
389 1 1
126 19 4
319 1 1
146 32 4
224 21 3
329 0 2
211 41 8
10 29 5
281 22 0
320 41 10
242 25 5
346 9 5
19 24 9
301 18 0
7 13 3
117 0 10
227 34 6
119 27 2
378 50 4
361 14 1
375 10 2
262 47 8
260 50 1
308 0 7
50 40 10
256 47 5
228 37 2
390 27 3
208 13 9
71 25 2
124 50 6
251 42 10
27 1 4
252 14 8
351 11 4
93 35 8
241 26 5
101 1 9
78 22 9
193 14 7
12 31 6
244 24 6
108 2 8
73 8 10
162 3 8
268 48 4
369 4 3
63 33 8
315 4 1
23 1 10
60 17 2
316 13 6
220 1 1
284 11 9
65 16 9
175 24 4
0 19 0
171 49 8
395 44 9
219 48 6
271 26 4
142 45 2
113 11 5
230 20 3
80 27 10
275 17 3
138 20 3
166 22 4
332 2 1
215 11 5
31 27 6
135 5 10
250 10 2
106 26 3
365 6 5
109 35 10
245 16 9
383 16 7
123 30 5
72 29 2
154 23 3
67 43 10
285 35 7
34 16 9
49 1 5
97 6 4
289 19 10
45 25 2
386 4 0
353 28 9
9 17 4
182 16 5
44 43 10
18 48 9
94 4 9
338 4 1
291 28 9
253 8 10
218 25 6
61 25 6
188 3 0
364 35 3
237 38 4
214 12 5
311 44 5
279 25 8
25 43 10
137 38 6
212 38 7
87 43 4
297 33 5
277 20 8
178 15 4
401 24 10
199 18 5
399 27 4
340 9 1
246 40 8
299 12 1
322 24 7
99 43 6
140 3 7
385 3 9
118 45 6
145 15 1
115 50 9
393 28 2
167 22 3
307 17 7
397 18 5
335 10 8
328 47 4
48 20 2
382 24 8
28 43 2
54 16 5
254 48 3
84 38 10
347 3 2
184 41 4
363 45 4
189 48 1
240 33 5
66 11 4
91 43 7
359 44 3
388 29 7
400 7 7
127 19 5
147 19 2
343 43 6
128 47 8
11 39 5
217 22 5
152 23 6
263 38 10
183 42 0
79 37 3
181 27 6
121 36 10
160 49 2
170 39 2
313 9 9
122 15 10
348 24 8
314 31 0
239 36 10
194 40 10
43 43 3
339 4 2
349 16 3
304 5 4
261 33 10
337 46 4
179 40 9
197 45 0
309 12 10
286 33 1
33 16 4
151 8 6
77 8 3
4 27 2
379 35 7
216 40 7
185 28 7
40 50 7
294 50 0
58 33 7
300 7 9
258 6 4
248 2 10
176 49 3
86 7 8
42 18 3
231 25 9
172 46 1
266 33 7
92 9 1
236 47 2
2 47 1
21 24 10
391 12 8
195 31 9
334 49 10
59 4 7
131 38 1
168 27 9
249 0 5
103 12 9
82 18 9
157 32 7
366 12 0
24 12 4
233 43 9
149 3 3
104 39 10
114 1 1
8 4 4
130 49 4
30 26 4
264 6 0
39 49 4
247 38 1
226 6 2
274 50 8
85 45 4
13 40 6
222 50 0
90 15 3
374 34 2
125 29 7
200 11 9
387 36 8
267 39 1
210 6 1
293 18 3
205 1 5
169 13 3
141 15 6
203 34 7
110 23 10
81 23 7
333 9 2
283 17 4
88 41 1
112 46 5
368 19 5
47 31 10
317 14 0
41 43 0
132 15 6
191 3 4
76 46 9
288 42 4
144 20 10
282 11 3
202 41 10
221 49 4
403 36 7
136 28 4
341 8 2
273 38 10
357 31 3
370 42 9
371 29 3
302 45 8
53 30 2
238 34 5
342 3 1
74 12 8
209 18 4
187 20 2
68 6 9
29 29 9
404 35 4
143 20 3
111 25 10
325 8 5
180 7 8
310 1 1
64 45 4
51 1 5
255 6 3
98 23 4
232 42 9
287 37 8
16 37 8
163 1 6
83 12 8
276 38 2
161 6 7
105 29 6
296 1 7
22 41 6
116 14 2
3 44 1
20 10 10
96 5 6
6 15 3
148 2 1
345 39 3
186 47 3
377 13 2
56 42 4
129 28 6
392 17 2
324 11 10
150 42 0
354 33 8
257 29 8
336 37 1
5 34 2
158 44 10
201 6 6
278 24 5
352 44 3
38 34 6
223 20 9
196 43 6
225 40 2
303 16 10
46 0 6
360 33 8
312 20 8
89 36 3
394 35 6
229 20 2
272 18 2
198 17 1
69 21 7
174 27 10
350 13 9
213 37 7
177 13 4
373 31 10
367 5 3
14 16 7
156 6 3
331 46 7
62 47 6
265 41 7
280 5 2
259 42 2
380 31 0
372 19 2
52 41 1
270 44 1
57 35 9
55 23 9
26 33 5
173 28 10
398 27 8
159 15 3
164 27 0
306 25 1
37 17 2
100 24 5
305 22 6
292 43 5
192 10 7
295 27 6
153 28 6
155 49 9
243 0 1
362 18 4
75 24 6
327 31 1
139 34 0
298 15 0
35 26 6
206 21 1
15 41 7
235 30 6
318 40 3
269 7 7
1 29 0
133 21 7
376 6 4
190 15 7
290 7 5
381 2 2
204 13 3
70 29 8
134 5 3
95 50 3
165 14 0
207 28 5
102 14 10
402 39 9
396 46 1
330 38 0
358 19 3
344 7 8
120 21 5
321 50 6
323 22 9
234 46 6
107 37 6
326 37 2
17 43 8
355 1 0
