1011 951
724 35 0
304 11 3
183 25 6
667 1 9
1 24 0
858 9 10
161 27 2
348 39 0
630 40 5
62 33 7
73 32 7
751 19 2
267 37 2
903 47 4
330 37 3
656 30 5
93 15 4
279 0 4
356 27 4
755 17 5
204 35 4
605 20 8
723 21 5
218 33 7
152 48 3
926 44 5
453 18 3
795 11 3
757 45 3
672 48 2
568 12 9
766 20 4
224 1 9
202 34 0
580 27 4
700 22 1
212 9 5
1001 28 4
716 14 8
15 7 7
555 23 6
844 37 0
315 4 10
558 40 0
522 35 1
937 43 9
488 27 8
760 7 2
415 3 2
223 48 10
628 28 7
424 3 2
924 20 6
954 43 2
29 50 8
685 20 7
111 14 0
668 7 5
12 4 6
502 26 7
914 19 1
157 9 10
25 15 9
519 30 9
135 33 4
312 22 9
922 8 0
198 0 3
637 18 10
168 10 7
220 20 1
518 20 1
104 10 7
942 24 2
255 43 4
957 33 3
917 19 7
216 22 4
335 27 2
299 35 10
660 23 2
158 12 2
1008 23 5
323 41 7
832 11 5
616 36 10
500 37 0
952 11 8
620 28 9
666 11 2
187 11 10
598 28 2
8 7 4
769 40 7
734 43 6
853 12 3
448 35 10
386 43 0
821 24 5
373 38 0
473 37 7
257 11 3
85 5 5
710 37 7
818 12 7
950 0 9
342 42 4
87 4 1
194 13 4
810 17 7
776 39 3
333 11 7
263 30 2
770 24 6
292 11 3
931 47 2
79 3 6
297 38 5
899 16 1
463 21 7
824 29 1
313 31 7
466 29 4
134 43 0
531 14 3
908 15 3
317 47 0
912 30 1
703 6 0
277 48 4
361 12 3
64 40 9
813 30 6
808 40 6
587 49 10
635 22 8
234 33 4
866 3 5
92 31 8
53 50 1
536 4 0
131 1 10
252 46 1
843 50 1
517 26 2
939 8 7
935 44 7
697 36 10
951 25 10
420 6 5
833 41 7
855 27 7
715 13 4
736 45 6
990 40 5
829 36 4
340 50 8
474 41 7
572 43 9
396 1 10
52 42 2
503 0 8
516 22 0
689 14 9
762 32 2
535 49 8
865 30 5
10 14 5
805 23 7
540 36 0
147 50 7
371 35 5
980 49 4
405 14 9
334 6 5
382 16 9
327 15 2
702 35 3
765 23 1
115 6 1
988 20 8
995 4 6
861 13 9
399 49 10
88 45 9
550 25 3
864 12 7
696 8 3
593 6 9
690 13 2
520 47 9
214 47 9
432 21 1
849 26 10
256 48 8
406 6 1
325 50 1
648 30 4
336 24 0
9 27 4
511 39 0
354 40 1
66 26 0
643 8 4
67 9 6
268 14 6
792 14 4
591 23 7
270 32 7
55 6 9
934 45 9
684 37 6
264 7 2
477 49 10
146 34 1
465 13 2
306 40 2
468 18 8
722 4 7
900 37 6
470 0 3
458 4 1
484 50 7
527 39 1
249 36 6
120 0 0
885 0 0
816 33 3
435 0 7
617 22 2
74 24 0
975 41 4
369 43 9
674 9 3
632 27 6
901 12 10
137 14 7
747 5 4
443 21 5
875 34 3
24 23 2
143 32 6
237 48 3
141 8 1
972 35 1
512 43 2
167 30 9
321 10 3
367 25 8
298 27 10
932 22 10
629 0 2
507 19 8
123 47 2
286 5 0
641 18 2
921 44 2
999 38 5
251 22 1
756 26 3
790 49 2
814 47 6
410 19 6
717 6 10
584 17 10
508 35 6
577 40 1
487 23 10
627 4 0
464 18 3
478 19 9
388 50 9
857 5 6
784 12 5
206 20 4
205 5 9
422 19 8
983 10 5
451 26 4
949 38 6
171 34 0
366 26 7
801 17 4
162 13 4
288 16 7
984 20 7
671 13 9
140 0 10
344 21 3
127 11 5
71 1 4
708 44 8
377 10 9
472 15 3
154 45 1
48 49 8
445 35 10
188 27 2
967 26 3
909 23 7
976 4 8
14 25 7
631 19 4
974 29 5
670 39 2
242 10 4
589 46 5
393 17 6
1005 10 7
820 46 0
107 30 3
714 15 5
919 23 0
326 11 7
349 14 10
289 1 1
30 22 6
788 8 5
543 3 6
390 34 1
603 3 1
45 11 5
725 48 8
17 45 8
431 23 2
