2003 168
1161 15 10
875 50 3
1094 31 0
62 22 2
149 1 6
1998 8 7
1248 39 2
314 21 10
1745 9 10
866 48 5
439 37 3
837 15 6
739 36 5
2000 31 10
1460 9 1
820 17 5
1680 46 0
1968 24 9
1140 23 9
851 28 3
206 33 0
445 30 8
858 8 0
896 15 6
1606 37 3
607 26 9
1578 42 8
1379 12 3
1090 34 6
1177 36 5
553 50 9
520 8 9
1245 49 8
527 34 7
49 9 10
406 0 5
226 7 2
1525 50 5
1425 39 3
174 27 4
1139 11 7
1792 41 3
964 42 6
981 21 5
605 29 10
884 28 7
1270 36 5
979 16 5
871 35 7
623 39 1
451 41 1
1962 19 10
1348 18 4
1980 5 7
554 30 6
963 26 8
349 35 0
1351 30 10
1042 14 9
1299 34 5
560 41 1
1187 25 10
951 17 0
60 8 6
669 5 9
1854 10 6
232 49 9
344 12 3
13 27 6
324 4 4
46 3 6
403 40 3
1236 18 8
210 44 6
1603 8 10
953 24 10
257 31 4
1641 32 3
810 36 1
426 47 6
1524 39 6
1605 39 9
1045 42 10
1233 44 1
1419 31 5
957 28 4
1133 16 0
1751 10 10
1284 48 3
901 47 10
1934 38 7
971 45 2
1941 4 9
1768 2 7
1804 10 2
1810 10 7
1920 25 9
1712 48 4
1688 27 9
1182 40 2
414 19 1
127 48 7
711 29 2
1350 49 7
1129 34 6
1992 48 2
544 43 5
653 41 4
1001 48 7
883 21 2
166 2 10
384 3 6
767 0 6
1404 28 3
924 3 2
123 35 3
1349 7 5
1009 47 5
1771 37 3
1739 5 7
374 3 10
1853 3 3
208 30 3
998 50 2
1410 7 6
1577 4 6
1159 21 2
1704 19 9
1203 49 6
941 29 9
134 18 0
488 6 1
1228 37 2
1197 37 9
1778 14 9
841 18 10
198 38 2
602 24 2
638 18 5
1847 9 1
1034 9 9
1066 16 0
26 38 6
1564 33 5
764 25 6
1361 47 4
821 24 3
1241 27 10
664 12 6
244 34 7
922 48 8
119 30 2
250 2 4
1174 5 8
413 28 4
726 11 2
1231 20 7
1570 28 9
651 15 7
146 33 5
587 36 8
659 10 9
1032 17 3
1757 39 1
1468 11 3
462 40 0
1431 10 8
622 21 4
1943 7 9
110 35 0
994 7 5
1002 37 4
1597 39 10
1015 47 4
21 1 10
474 12 2
1990 49 1
1423 12 8
708 2 8
106 46 8
153 8 4
529 48 5
757 43 5
867 10 4
576 2 4
1172 38 3
73 48 9
859 33 9
1794 48 7
211 11 9
1726 27 8
1393 21 10
1923 34 0
813 5 10
97 33 4
1769 9 1
1808 32 1
1013 27 6
1300 7 7
1919 26 8
1876 20 6
173 11 5
282 32 10
1856 49 4
168 40 5
434 39 0
1332 37 7
238 40 0
1478 7 9
680 43 5
1626 6 7
1038 31 4
1741 24 4
1780 27 2
144 13 6
1676 5 10
1971 22 3
1455 40 4
758 16 10
187 45 5
1006 2 10
1246 46 9
1433 37 1
543 24 9
1591 29 6
1426 20 8
1716 9 0
393 25 5
781 44 9
790 22 7
787 7 4
1456 21 4
468 36 1
662 33 9
490 11 10
270 29 4
165 42 4
600 26 0
1106 35 2
380 33 6
367 5 2
1167 2 9
42 38 3
1534 13 9
471 29 6
1261 17 2
1737 11 10
287 21 6
1070 35 6
1498 42 6
188 24 10
170 10 6
1215 45 10
1753 9 8
368 32 7
601 34 6
1557 11 0
1539 40 7
1754 17 2
1132 22 3
1063 49 6
932 5 4
1088 22 0
408 33 3
1112 39 1
1403 8 1
267 33 4
298 33 2
1325 25 9
1908 38 9
1665 49 10
1402 43 0
1480 22 4
1976 8 0
323 43 3
897 37 5
104 25 0
147 10 9
1516 25 7
1306 26 2
489 49 0
1260 49 1
960 4 10
1040 45 3
692 33 9
1514 32 5
535 6 2
1555 22 8
1334 24 7
12 23 6
501 22 6
1156 0 1
191 30 1
1621 40 7
76 3 9
917 38 3
1390 20 1
1868 45 6
1490 8 5
1762 11 7
1786 15 1
464 33 8
281 19 1
792 24 10
1749 26 0
1264 17 10
235 41 4
1259 32 10
1946 47 0
1164 5 1
973 15 8
1352 27 1
364 8 3
877 39 8
1624 33 6
906 37 1
987 24 9
16 8 8
1353 3 3
1767 43 8
1028 45 10
863 40 7
794 45 1
658 20 7
1559 38 3
1359 37 0
1530 11 9
547 2 10
1725 43 8
1328 14 7
1220 22 9
1702 38 5
150 49 4
