101 35
15 41 7
25 8 9
67 42 8
51 31 7
2 20 1
17 37 8
73 4 5
56 19 4
77 9 7
95 24 9
63 25 7
70 34 3
47 16 0
87 27 4
53 23 2
65 28 10
69 37 9
83 48 6
12 15 6
59 33 2
35 41 5
21 4 10
1 23 0
60 19 6
37 45 8
27 50 7
61 13 10
29 13 6
75 6 8
97 1 4
55 43 1
82 18 8
16 32 8
19 6 9
39 38 6
31 43 2
6 41 3
7 32 3
86 2 8
93 37 3
91 41 6
20 29 10
92 13 4
57 50 4
99 36 0
88 13 5
81 20 9
5 42 2
42 2 9
34 31 8
71 42 0
64 47 10
100 39 2
24 1 5
52 49 6
98 38 8
68 20 10
78 32 7
43 41 1
46 44 5
33 46 8
4 46 2
36 12 6
85 16 0
58 3 9
30 28 10
13 44 6
14 18 7
90 28 2
89 45 10
48 42 10
44 46 6
0 31 0
72 15 7
66 34 0
94 33 10
23 20 2
9 19 4
28 19 6
26 24 2
74 50 3
8 17 4
79 44 1
18 41 9
10 11 5
96 25 3
50 39 0
22 32 9
80 1 4
41 13 5
54 11 4
40 40 6
38 19 5
62 35 8
3 38 1
45 47 5
11 42 5
32 12 1
76 21 1
49 34 9
84 2 0
