247 6
CAT9_0 ict 4
CAT9_1 informazione 3
CAT9_2 istruzione 1
CAT9_3 sanita 1
CAT9_4 sport 5
CAT9_5 trasporti 3
CAT9_6 ict 5
CAT9_7 informazione 2
CAT9_8 istruzione 1
CAT9_9 sanita 3
CAT9_10 sport 1
CAT9_11 trasporti 1
CAT9_12 ict 5
CAT9_13 informazione 4
CAT9_14 istruzione 2
CAT9_15 sanita 2
CAT9_16 sport 4
CAT9_17 trasporti 2
CAT9_18 ict 1
CAT9_19 informazione 2
CAT9_20 istruzione 2
CAT9_21 sanita 5
CAT9_22 sport 4
CAT9_23 trasporti 5
CAT9_24 ict 3
CAT9_25 informazione 4
CAT9_26 istruzione 4
CAT9_27 sanita 3
CAT9_28 sport 2
CAT9_29 trasporti 3
CAT9_30 ict 3
CAT9_31 informazione 5
CAT9_32 istruzione 4
CAT9_33 sanita 5
CAT9_34 sport 1
CAT9_35 trasporti 4
CAT9_36 ict 3
CAT9_37 informazione 1
CAT9_38 istruzione 2
CAT9_39 sanita 1
CAT9_40 sport 3
CAT9_41 trasporti 3
CAT9_42 ict 1
CAT9_43 informazione 5
CAT9_44 istruzione 5
CAT9_45 sanita 2
CAT9_46 sport 1
CAT9_47 trasporti 3
CAT9_48 ict 1
CAT9_49 informazione 2
CAT9_50 istruzione 1
CAT9_51 sanita 5
CAT9_52 sport 4
CAT9_53 trasporti 2
CAT9_54 ict 1
CAT9_55 informazione 4
CAT9_56 istruzione 3
CAT9_57 sanita 2
CAT9_58 sport 3
CAT9_59 trasporti 3
CAT9_60 ict 3
CAT9_61 informazione 1
CAT9_62 istruzione 3
CAT9_63 sanita 3
CAT9_64 sport 1
CAT9_65 trasporti 4
CAT9_66 ict 3
CAT9_67 informazione 4
CAT9_68 istruzione 1
CAT9_69 sanita 5
CAT9_70 sport 4
CAT9_71 trasporti 5
CAT9_72 ict 1
CAT9_73 informazione 5
CAT9_74 istruzione 4
CAT9_75 sanita 1
CAT9_76 sport 5
CAT9_77 trasporti 5
CAT9_78 ict 1
CAT9_79 informazione 2
CAT9_80 istruzione 4
CAT9_81 sanita 4
CAT9_82 sport 2
CAT9_83 trasporti 3
CAT9_84 ict 1
CAT9_85 informazione 5
CAT9_86 istruzione 5
CAT9_87 sanita 5
CAT9_88 sport 5
CAT9_89 trasporti 5
CAT9_90 ict 2
CAT9_91 informazione 1
CAT9_92 istruzione 4
CAT9_93 sanita 2
CAT9_94 sport 5
CAT9_95 trasporti 2
CAT9_96 ict 2
CAT9_97 informazione 5
CAT9_98 istruzione 2
CAT9_99 sanita 1
CAT9_100 sport 2
CAT9_101 trasporti 5
CAT9_102 ict 1
CAT9_103 informazione 2
CAT9_104 istruzione 1
CAT9_105 sanita 3
CAT9_106 sport 4
CAT9_107 trasporti 5
CAT9_108 ict 3
CAT9_109 informazione 1
CAT9_110 istruzione 2
CAT9_111 sanita 5
CAT9_112 sport 1
CAT9_113 trasporti 5
CAT9_114 ict 3
CAT9_115 informazione 3
CAT9_116 istruzione 4
CAT9_117 sanita 4
CAT9_118 sport 2
CAT9_119 trasporti 5
CAT9_120 ict 2
CAT9_121 informazione 3
CAT9_122 istruzione 2
CAT9_123 sanita 1
CAT9_124 sport 4
CAT9_125 trasporti 3
CAT9_126 ict 1
CAT9_127 informazione 3
CAT9_128 istruzione 4
CAT9_129 sanita 4
CAT9_130 sport 2
CAT9_131 trasporti 1
CAT9_132 ict 4
CAT9_133 informazione 5
CAT9_134 istruzione 1
CAT9_135 sanita 5
CAT9_136 sport 2
CAT9_137 trasporti 1
CAT9_138 ict 2
CAT9_139 informazione 3
CAT9_140 istruzione 5
CAT9_141 sanita 3
CAT9_142 sport 4
CAT9_143 trasporti 1
CAT9_144 ict 3
CAT9_145 informazione 5
CAT9_146 istruzione 5
CAT9_147 sanita 2
CAT9_148 sport 4
CAT9_149 trasporti 1
CAT9_150 ict 5
CAT9_151 informazione 1
CAT9_152 istruzione 3
CAT9_153 sanita 1
CAT9_154 sport 1
CAT9_155 trasporti 3
CAT9_156 ict 1
CAT9_157 informazione 3
CAT9_158 istruzione 4
CAT9_159 sanita 2
CAT9_160 sport 2
CAT9_161 trasporti 1
CAT9_162 ict 1
CAT9_163 informazione 1
CAT9_164 istruzione 4
CAT9_165 sanita 4
CAT9_166 sport 2
CAT9_167 trasporti 4
CAT9_168 ict 1
CAT9_169 informazione 5
CAT9_170 istruzione 4
CAT9_171 sanita 3
CAT9_172 sport 3
CAT9_173 trasporti 2
CAT9_174 ict 1
CAT9_175 informazione 5
CAT9_176 istruzione 4
CAT9_177 sanita 5
CAT9_178 sport 5
CAT9_179 trasporti 2
CAT9_180 ict 2
CAT9_181 informazione 5
CAT9_182 istruzione 3
CAT9_183 sanita 4
CAT9_184 sport 3
CAT9_185 trasporti 2
CAT9_186 ict 3
CAT9_187 informazione 3
CAT9_188 istruzione 2
CAT9_189 sanita 3
CAT9_190 sport 3
CAT9_191 trasporti 3
CAT9_192 ict 3
CAT9_193 informazione 1
CAT9_194 istruzione 5
CAT9_195 sanita 2
CAT9_196 sport 5
CAT9_197 trasporti 1
CAT9_198 ict 4
CAT9_199 informazione 4
CAT9_200 istruzione 5
CAT9_201 sanita 1
CAT9_202 sport 5
CAT9_203 trasporti 2
CAT9_204 ict 1
CAT9_205 informazione 4
CAT9_206 istruzione 4
CAT9_207 sanita 1
CAT9_208 sport 4
CAT9_209 trasporti 2
CAT9_210 ict 4
CAT9_211 informazione 3
CAT9_212 istruzione 1
CAT9_213 sanita 5
CAT9_214 sport 3
CAT9_215 trasporti 1
CAT9_216 ict 4
CAT9_217 informazione 1
CAT9_218 istruzione 2
CAT9_219 sanita 5
CAT9_220 sport 1
CAT9_221 trasporti 5
CAT9_222 ict 3
CAT9_223 informazione 4
CAT9_224 istruzione 5
CAT9_225 sanita 3
CAT9_226 sport 3
CAT9_227 trasporti 2
CAT9_228 ict 5
CAT9_229 informazione 5
CAT9_230 istruzione 4
CAT9_231 sanita 1
CAT9_232 sport 2
CAT9_233 trasporti 3
CAT9_234 ict 4
CAT9_235 informazione 3
CAT9_236 istruzione 3
CAT9_237 sanita 1
CAT9_238 sport 2
CAT9_239 trasporti 5
CAT9_240 ict 1
CAT9_241 informazione 1
CAT9_242 istruzione 1
CAT9_243 sanita 1
CAT9_244 sport 4
CAT9_245 trasporti 4
